worksheet_id,order_id,worksheet_channel,business_type_name,customer_type,dict_id,dict_name,justificativa,resolutividade,nps,comentario
360287970260613925,87965986712566.00,SELF HELP,Pop,passenger,550175331,achados e perdidos,Solução do problema,Sim,10,
360287970260614668,87965750823508.00,HELP CENTER,Pop,driver,550172867,PayPaxx | Como solicito a segunda via?,AtendimeNão da equipe 99|Solução do problema,Não,0,"O problema persiste_  nada foi resolvido_ pois estou com a corrida ainda ""em andameNão"" e Não consigo cancelar. Aguardo retorno e Solução urgente."
360287970260615247,87965873144760.00,SELF HELP,Compartilha,passenger,960001724,achados e perdidos,Solução do problema,Não,0,Precisei aciona-los quatro vezes para resolver parcialmente os problemas. Chamadas ca¨ªram v¨¢rias vezes e Não me retornaram_ precisei ligar novamente e recontar o problema v¨¢rias vezes para cada novo atendente_ que Não prestam aten??o no que falamos e fazem errado as corre??es solicitadas.
360287970260616520,87965969353820.00,SELF HELP,Pop,passenger,550175331,achados e perdidos,Tempo de espera para ser chamado,Não,0,
360287970260618568,87965968932964.00,HELP CENTER,Pop,passenger,550175163,Corrida Não aconteceu e fui cobrado,Tempo de espera para ser chamado,Não,8,Atendente extremamente simp¨¢tico e atencioso!!
360287970260621499,87965978534991.00,HELP CENTER,Compartilha,passenger,960001932,Meu cupom Não entrou na corrida,AtendimeNão da equipe 99,Não,10,Não me ajudou com meu problema em rela??o ao bug no aplicativo que me cobrou o dobro do Cartão de corrida_ seNão que Não houve altera??o na rota e nem no tempo previsto. 
360287970260622080,87965977643020.00,SELF HELP,Pop,passenger,550175331,achados e perdidos,Solução do problema,Não,0,ajudaria muio um telefone convencional
360287970260625669,0.00,CAT,Pop,driver,960001492,Demora no pagameNão ou transfer¨ºncia banc¨¢ria,AtendimeNão da equipe 99,Sim,10,s¨® d¨¢ op??o compartilhado Não abre POP Não teNão op??o. vou desintalar
360287970260626345,87965986335426.00,HELP CENTER,Pop,driver,550173423,Passageiro Não pagou (dentro do carro),Solução do problema,Sim,8,Melhora na aten??o ao cliente e ser mais r¨ªgido nas falta de atendimeNão nas vias podeNão recadastrar os locais de endere?o 
360287970260626457,0.00,PHONE,Pop,driver,960009464,Incentivos | Não recebi ou recebi o valor errado,Solução do problema,Sim,10,
360287970260626911,87965988282695.00,CAT,Pop,driver,550173519,Minha corrida foi cancelada (CSI),AtendimeNão da equipe 99,Sim,10,Tudo ¨®timo
360287970260629484,87965989844380.00,HELP CENTER,Pop,passenger,550174795,Meu cupom Não entrou na corrida,Solução do problema,Sim,10,Ainda aguardo resposta
360287970260630734,87965989095460.00,SELF HELP,Pop,passenger,550175331,achados e perdidos,Solução do problema,Não,1,10 top
360287970260631345,87965989604280.00,SELF HELP,Pop,passenger,550174451,Não coNãordo com a taxa de Cancelamento,Solução do problema,Sim,8,
360287970260632418,87965987384468.00,SELF HELP,Pop,passenger,960000170,Não seguiu a rota,Solução do problema,Sim,9,Fiquei muito chateado com voc¨ºs que Não Soluçãonaro meu problema. Não teNão resposta sobre a 99 pensei que voc¨ºs privasse pelo trabalhador que trabalha honestamente mas pelo que eu pude observar que Não ¨¦ bem assim.Fica aqui minha desilus?o com a 99.
360287970260633761,0.00,CAT,Pop,driver,550172643,Como altero a cidade?,AtendimeNão da equipe 99,Sim,10,
360287970260634095,87965990555063.00,SELF HELP,Pop,passenger,550174451,Não coNãordo com a taxa de Cancelamento,Solução do problema,Não,3,Horr¨ªvel 
360287970260634911,87965990964762.00,SELF HELP,Pop,passenger,550174995,Motorista Não apareceu | sem cobrança,Solução do problema,Não,8,empresa ruim_ age de má fé ¦ com os motoristas parceiros e Não pagam os incentivos_ além de um péssimo atendimeNão_ precisa melhorar e muito.
360287970260635347,87965982766520.00,SELF HELP,Taxi,passenger,550175335,achados e perdidos,Solução do problema,Sim,9,
360287970260636118,87965980656196.00,HELP CENTER,Pop,driver,550173519,Minha corrida foi cancelada (CSI),Solução do problema,Não,0,Boa tarde muitos e muitos anos esse osos e ajuda a gente para resolver qualquer problema que a gente tiver muito bom aqui abra?o sucesso
360287970260636889,87965990898570.00,PHONE,Pop,driver,550172147,Não consigo finalizar a corrida,Tempo de espera para ser chamado,Não,4,Gostaria q a 99 fosse mais objetiva em rela??o aos pagameNãos mostraNão um valor exato de quaNão o motorista ir¨¢ receber sem precisar fazer contas e daNão descoNão algo mais simplificado p facilitar e agilizar o manuseio do motorista e tbm em rela??o a localiza??o pois o cliente a maioria das vezes esta de 5 a 10 km de dist?ncia do motorista 
360287970260637118,87965990225699.00,HELP CENTER,Pop,driver,550172147,Não consigo finalizar a corrida,Solução do problema,Sim,10,POR ENQUANão Não TIVE NENHUMA RECLAMA??O. POIS TUDO SEMPRE ? RESOLVIDO.
360287970260637594,87965961659011.00,PHONE,Pop,driver,550172279,Como checo meus ganhos?,Solução do problema,Não,0,
360287970260637684,87965966649571.00,CAT,Pop,driver,550173579,Corrida iniciada e finalizada no mesmo local,AtendimeNão da equipe 99,Não,8,Não resolveram meu problema e Não tem recebi o que me devem.
360287970260639884,0.00,PHONE,Pop,driver,550173651,Indica|Tenho dúvias sobre o regulamento,AtendimeNão da equipe 99,Não,10,Estou h¨¢ tempos tentaNão resolver meu problema de Não conseguir solicitar corridas com o pagameNão utilizaNão Cartãode cr¨¦dito. Me pedem semCartãos mesmos dados_ respoNão_ e Não Soluçãonam e encerram a solicita??o_ e Não resolvem! Ainda contiNão sem utilizar o app por isso
360287970260640043,0.00,PHONE,Pop,passenger,550174335,Não consigo solicitar corridas com pagameNão em Voucher ,Solução do problema,Não,0,
360287970260641558,87965988885438.00,SELF HELP,Pop,passenger,550175163,Corrida Não aconteceu e fui cobrado,Solução do problema,Não,0,Fui mto bem atendido pelo Vitor_ muito claro_educado e receptivo.AtendimeNão  de 1¡ã.
360287970260645251,0.00,PHONE,Taxi,driver,550172571,Como acompaNão o status do cadastro?,Tempo de espera para ser chamado,Sim,10,Equipe TOP melhor que uber
360287970260646543,87965709092811.00,SELF HELP,Pop,passenger,550174451,Não coNãordo com a taxa de Cancelamento,Solução do problema,Sim,10,
360287970260647667,87965990309145.00,PHONE,Pop,driver,550172147,Não consigo finalizar a corrida,AtendimeNão da equipe 99|Solução do problema,Não,0,
360287970260651342,87964625011498.00,SELF HELP,Pop,driver,550173063,Achados e Perdidos,AtendimeNão da equipe 99,Sim,10,Não houve motivo para bloquear meu aplicativo estou precisaNão trabalhar e voc¨ºs tiram meu aplicativo minha nota taxa de aceita??o esta otima e o desempeNão a mesma coisa td 100_% palha?ada isso de vcs
360287970260652393,0.00,CAT,Pop,driver,960007188,Como funciona o Cartão Decouple?,AtendimeNão da equipe 99,Sim,10,
360287970260654740,87965984665364.00,HELP CENTER,Pop,passenger,960008704,Não consigo solicitar corridas com pagameNão em Voucher,AtendimeNão da equipe 99,Sim,10,Excelente
360287970260654894,0.00,PHONE,Pop,driver,960008760,Como funciona o Somos99?,Solução do problema,Sim,10,
360287970260655358,0.00,CAT,Pop,driver,550172567,Como acompaNão o status do cadastro?,AtendimeNão da equipe 99|Solução do problema,Sim,10,Cancelei uma corrida em raz?o do motorista estar se afastaNão_ progressivamente_ do local indicado por mim. A despeito disso fui cobrado por Não ter cancelado a chamada em tempo oportuno. Não se trata de valor pecuni¨¢rio_ mas de princ¨ªpios. Utilizo h¨¢ muito tempo o servi?o da 99_ nunca causei problema algum. A partir de agora eu e minha fam¨ªlia deixaremos de utilizar seus servi?os 
360287970260655489,0.00,PHONE,Pop,driver,550172567,Como acompaNão o status do cadastro?,Solução do problema,Não,1,Foi muito bom atendimeNão.
360287970260658366,87965992125420.00,SELF HELP,Pop,passenger,550174451,Não coNãordo com a taxa de Cancelamento,Solução do problema,Sim,10,
360287970260658982,87965990168372.00,PHONE,Pop,driver,550172147,Não consigo finalizar a corrida,Solução do problema,Sim,8,Obrigado pela enorme agilidade no tratameNão do problema e pela confian?a no cliente!
360287970260660396,87965982245633.00,PHONE,Pop,passenger,550175163,Corrida Não aconteceu e fui cobrado,Tempo de espera para ser chamado,Sim,8,
360287970260660503,87965988722076.00,HELP CENTER,Pop,driver,550173423,Passageiro Não pagou (dentro do carro),AtendimeNão da equipe 99,Sim,10,Cheguei no local de embarque o passageiro Não apareceu Não atendeu o telefone_ aguardei 10 minutos e nada fui cancelar a corrida e ia afetar meu desempeNão_ iniciei a corrida e cancelei imediatamente_ reclamei os 0_70 centavos e recebi de estorno por¨¦m fui bloqueado por ter iniciado a corrida sem passageiro e cancelado.
360287970260660665,87965982945191.00,PHONE,Pop,driver,960001492,Demora no pagameNão ou transfer¨ºncia banc¨¢ria,Solução do problema,Sim,10,O atendente foi super solicito_ deu toda aten??o_ porem Não consigo finalizar o cadstro pelo app_ da erro de documenta??o_ Não sei mais o que fazer.Quem sabe vcs me ajudem nisso.
360287970260660684,0.00,CAT,Pop,driver,550172507,Não coNãordo com a minha nota,AtendimeNão da equipe 99,Não,5,At¨¦ hoje Não recebi meus repasses das duas ¨²ltimas semanas.
360287970260661048,87965990047599.00,SELF HELP,Pop,passenger,550174451,Não coNãordo com a taxa de Cancelamento,AtendimeNão da equipe 99,Sim,9,
360287970260661594,87965888937414.00,PHONE,Pop,passenger,960000170,Não seguiu a rota,Solução do problema,Sim,9,
360287970260661966,0.00,PHONE,Pop,driver,550172291,Quais s?o os opcionais do app?,AtendimeNão da equipe 99,Sim,10,
360287970260662578,87965990344793.00,PHONE,Pop,driver,550172147,Não consigo finalizar a corrida,AtendimeNão da equipe 99|Solução do problema,Sim,8,Voc¨ºs precisam escolher com mais crit¨¦rio os motoristas que credenciam. Essa foi a segunda vez que tive aborrecimeNãos por causa de mau motorista.
360287970260663850,0.00,PHONE,Pop,driver,550175639,Não consigo ficar online,AtendimeNão da equipe 99,Não,0,
360287970260669707,0.00,CAT,Pop,driver,960008760,Como funciona o Somos99?,Solução do problema,Não,8,
360287970260670888,0.00,PHONE,Pop,driver,550172879,PayPaxx | Como cadastro/altero a senha do Cartão,AtendimeNão da equipe 99,Sim,10,Poderia ter metas e recompensas
360287970260671311,87965992492814.00,SELF HELP,Pop,passenger,960000170,Não seguiu a rota,Solução do problema,Não,4,
360287970260672198,87965993152372.00,SELF HELP,Pop,passenger,550174451,Não coNãordo com a taxa de Cancelamento,Solução do problema,Sim,9,
360287970260675096,87965994300440.00,SELF HELP,Pop,passenger,550174451,Não coNãordo com a taxa de Cancelamento,Solução do problema,Sim,7,
360287970260675222,87965322204222.00,HELP CENTER,Pop,passenger,550174995,Motorista Não apareceu | sem cobrança,Solução do problema,Não,5,Paguei a mais na corrida_ deu um valor diferente do aplicativo_ chamei o atendimeNão e fui bem atendida_ porém foi prometido a devoluço do valor e até agora nada.
360287970260675655,87965977689569.00,HELP CENTER,Pop,driver,960009464,Incentivos | Não recebi ou recebi o valor errado,Solução do problema,Sim,8,
360287970260675867,87965967487327.00,PHONE,Pop,passenger,550175271,Paguei duas vezes (voucher e dinheiro),Solução do problema,Não,2,
360287970260675937,0.00,PHONE,Pop,passenger,550175831,Desconheço cobrança,AtendimeNão da equipe 99,Não,0,
360287970260676246,0.00,CAT,Pop,driver,550172555,Como mudo foto do perfil?,AtendimeNão da equipe 99,Sim,10,
360287970260677695,87965993622815.00,SELF HELP,Pop,driver,550173063,Achados e Perdidos,AtendimeNão da equipe 99,Não,0,Excelente
360287970260680595,87965992438348.00,SELF HELP,Pop,passenger,550174451,Não coNãordo com a taxa de Cancelamento,Solução do problema,Sim,10,Tive diversos problemas com motoristas. Erram endere?o_ aceitam corrida antes de terminar a anterior_ dessa forma_ demora muito para pegar. Passa do endere?o_ teNão que pagar valores acima do que est¨¢ marcado no app_ pq os motoristas s?oIrrespons¨¢veis e erram. Parece de prop¨®sito! S¨® Não concelei o aplicativo_ pq meu celular travou. Mas irei cancelar! 
360287970260680736,87965992220905.00,SELF HELP,Pop,passenger,550175163,Corrida Não aconteceu e fui cobrado,Solução do problema,Não,0,Baixo um app _ cadastro meu Cartão_ s?o comprados 1.00 kkkkk50mil a 1.00 da quaNão ?At¨¦ eu vou montar um app assim .Lixo de app ladr?o 
360287970260681614,87965992982666.00,HELP CENTER,Pop,driver,550172267,Não coNãordo com a taxa de desempeNão,Solução do problema,Não,0,N¨®s utilizamos o portal da 99 apenas para transporte exporadico de um pacote para a cliente_ pela chuva a Loggi Não estava atendeNão os chamados_ A primeira corrida solicitada pelo valor ser diferente do coNãorrente UBER_ o motorista Não entrou em contato_ MENTIU sobre Não existir o numero na rua_ e maNãou msg falaNão sobre a entrega do retorno do material ocorreria no dia seguinte.Liguei para a central do 99_ e me passaram o telefone do motorista_ mas FKH-3986 Ford ¡¤Ka Sedan¡¤VERMELHA Ernane 4.99¡ï ¡¤4000
360287970260682178,87965992457180.00,HELP CENTER,Pop,passenger,960000170,Não seguiu a rota,Solução do problema,Sim,9,Gostaria que ao ser chamado pelo aplicativo gostaria que aparecesse o destino. TE o direito de cancelar quaNão a viagem para buscar o cliente for maior que 4 km
360287970260682634,0.00,CAT,Taxi,driver,550172635,Como altero minha categoria?,AtendimeNão da equipe 99,Sim,10,
360287970260682741,0.00,PHONE,Pop,passenger,550175831,Desconheço cobrança,AtendimeNão da equipe 99,Sim,9,
360287970260682801,87965993380921.00,HELP CENTER,Pop,passenger,550175091,Cadastro de Cartão- Suspeito,Solução do problema,Não,1,Fui muito bem atendido desde a hora que eu cheguei na base_ pessoal super educado e atencioso. Equipe de parab¨¦ns.
360287970260688775,87965954336692.00,HELP CENTER,Pop,passenger,550175723,PagameNão - Falta de saldo,Solução do problema,Não,0,Não resolveu o meu problema estou muito insatisfeito com a 99 Não irei usar mais est?o me cobraNão por uma corrida que Não fiz
360287970260688842,87962971379234.00,PHONE,Pop,passenger,550175091,Cadastro de Cartão- Suspeito,Solução do problema,Não,0,J¨¢ tem uma semana que solicitei o link para fazer o curso do conduapp e at¨¦ agora nada _hoje as locadoras est?o exigiNão o curso para poder fazer a loca??o do veiculo estou aguardaNão o link para poder concluir o curso e poder trabalhar.
360287970260689623,87965986641492.00,CAT,Pop,driver,550173123,Entrega de brinde,AtendimeNão da equipe 99|Solução do problema,Sim,10,
360287970260690208,0.00,PHONE,Pop,driver,550172679,Como altero/adiciono carro?,AtendimeNão da equipe 99,Não,10,
360287970260691152,87965990704200.00,HELP CENTER,Pop,driver,550173423,Passageiro Não pagou (dentro do carro),AtendimeNão da equipe 99,Sim,10,
360287970260692482,87965993183292.00,SELF HELP,Pop,passenger,550174451,Não coNãordo com a taxa de Cancelamento,Solução do problema,Sim,10,Olha s¨®_ desculpa mas tentei de todas as formas saber o porqu¨º meus dados Não foram aprovados... E Não tive nenhuma resposta concreta_ seNão que passei todos os meus dados corretamente... Inclusive foto da minha CNH por email _ e nas ¨²ltimas liga??es que fiz em ato de tentar ainda saber o que houve_ j¨¢ Não estavam mais me atendeNão e falaNão que o sistema estava fora...
360287970260693198,87965993860277.00,SELF HELP,Pop,passenger,550174451,Não coNãordo com a taxa de Cancelamento,Solução do problema,Sim,10,Sem coment¨¢rios Não merece meu tempo. 
360287970260696081,87965993743951.00,PHONE,Pop,passenger,550175331,achados e perdidos,AtendimeNão da equipe 99,Sim,10,Sem coment¨¢rios 
360287970260696519,87965994595075.00,SELF HELP,Pop,passenger,550174451,Não coNãordo com a taxa de Cancelamento,AtendimeNão da equipe 99,Sim,5,Se o aplicativo pudesse avisar em que lado o passageiro estiver no momeNão da chegada do motorista seria ¨®timo.
360287970260697742,87965986136334.00,SELF HELP,Pop,driver,550173063,Achados e Perdidos,AtendimeNão da equipe 99,Não,9,Otimo! Me senti acolhida
360287970260698094,87965989542628.00,PHONE,Pop,driver,550172459,Como funcionam os m¨¦todos de pagameNão?,Solução do problema,Não,8,A gente liga e o atendimeNão pareceu que Não domina o que est¨¢ os precisaNão de ajuda ! 
360287970260698260,87965994996291.00,HELP CENTER,Pop,driver,550173423,Passageiro Não pagou (dentro do carro),AtendimeNão da equipe 99,Não,10,
360287970260700424,87965991196475.00,HELP CENTER,Pop,driver,550173423,Passageiro Não pagou (dentro do carro),AtendimeNão da equipe 99|Solução do problema|Tempo de espera para ser chamado,Sim,10,o atendimeNão foi ¨®timo ..atendente muito atenciosa mas infelizmente o problema continua a conta continua bloqueaNão sem ter aceito nenhuma chamada no mas Não tem nada a reclamar 
360287970260700707,87965993185640.00,SELF HELP,Pop,passenger,550175331,achados e perdidos,AtendimeNão da equipe 99,Sim,10,S?o top
360287970260700782,87965993822554.00,SELF HELP,Pop,passenger,550174995,Motorista Não apareceu | sem cobrança,Solução do problema,Não,4,Não consegui resolver o meu problema
360287970260701248,87965993631022.00,SELF HELP,Pop,passenger,550174995,Motorista Não apareceu | sem cobrança,Solução do problema,Sim,10,30min esperaNão o cidad?o e a Solução ¨¦ um cupom de R$5? Isso Não ¨¦ Solução.
360287970260702440,87965993324130.00,SELF HELP,Pop,passenger,550175331,achados e perdidos,AtendimeNão da equipe 99,Sim,10,
360287970260704525,87965994891997.00,SELF HELP,Pop,passenger,550174451,Não coNãordo com a taxa de Cancelamento,Solução do problema,Sim,9,
360287970260704624,87965994817165.00,SELF HELP,Pop,passenger,550175259,Não recebi o reembolso,Solução do problema,Sim,10,Muito r¨¢pido e objetivo 
360287970260704721,87965969016487.00,SELF HELP,Pop,passenger,550175295,Motorista finalizou a corrida em local iNãorreto,Solução do problema,Não,1,bom eu estou satisfeito _todos os motoristas do aplicativo me tratam com muito respeito e edu??o e eu sempre agrade?o com respeito e gratid?o por esta equipe!!!!!!   2020  estamos juNão .  
360287970260704768,0.00,HELP CENTER,Pop,driver,550173423,Passageiro Não pagou (dentro do carro),AtendimeNão da equipe 99,Sim,9,Falta de aten??o com cliente 
360287970260705059,87962303196059.00,HELP CENTER,Pop,passenger,550175163,Corrida Não aconteceu e fui cobrado,Solução do problema,Não,0,
360287970260706161,0.00,CAT,Pop,driver,550173123,Entrega de brinde,AtendimeNão da equipe 99,Sim,10,
360287970260706939,87965995093464.00,SELF HELP,Pop,passenger,960002046,Divegência de GPS | Problema de planejameNão da rota,AtendimeNão da equipe 99,Sim,9,Gostei muito e sempre fui bem atendido.
360287970260708919,87965995531281.00,HELP CENTER,Pop,driver,960000212,Feedback e sugestões sobre a Casa 99,AtendimeNão da equipe 99,Sim,10,Voc¨ºs est?o de parab¨¦ns pelo os servi?os prestados ¨¤ equipe de motorista da 99pop.Fui bem atendido pela seNãorita Karine de Fortaleza- Cear¨¢_ deu toda aten??o e me passou tudo com tanta educa??o. Obs: s¨® melhorar o hor¨¢rio  de atendimeNão para as 8h.
360287970260709586,87965987825185.00,HELP CENTER,Pop,driver,550173543,Não recebi a compensação pelo Cancelamento do passageiro,Solução do problema,Não,1,
360287970260709721,87965995532617.00,SELF HELP,Pop,passenger,550175331,achados e perdidos,AtendimeNão da equipe 99|Solução do problema|Tempo de espera para ser chamado,Sim,0,
360287970260711397,0.00,CAT,Pop,driver,550172567,Como acompaNão o status do cadastro?,AtendimeNão da equipe 99,Sim,10,
360287970260712102,87965081483634.00,PHONE,Pop,driver,550173303,Sujou meu carro,AtendimeNão da equipe 99,Não,9,Consegui resolver meu problema
360287970260712244,0.00,PHONE,Pop,passenger,550175831,Desconheço cobrança,AtendimeNão da equipe 99,Sim,10,
360287970260712712,0.00,CAT,Pop,driver,550173123,Entrega de brinde,AtendimeNão da equipe 99,Sim,9,?gil e praticidade
360287970260714079,0.00,PHONE,Pop,driver,550172591,Como altero telefone?,Solução do problema,Sim,8,
360287970260714789,87965995680482.00,SELF HELP,Pop,driver,550173063,Achados e Perdidos,AtendimeNão da equipe 99,Sim,10,
360287970260714902,87965994738606.00,HELP CENTER,Pop,driver,550173423,Passageiro Não pagou (dentro do carro),Solução do problema,Não,7,Aplicativo muito eficiente_ sempre prezaNão pelo melhor atendimeNão ao cliente.
360287970260715135,87965997794859.00,SELF HELP,Pop,passenger,550175163,Corrida Não aconteceu e fui cobrado,Solução do problema,Sim,10,Poderia dar mais ssist¨ºncia  aos motorista 
360287970260715432,87965997313237.00,SELF HELP,Pop,passenger,550175295,Motorista finalizou a corrida em local iNãorreto,AtendimeNão da equipe 99,Sim,8,Consegui recuperar a senha do meu Cartãoem menos de 5 minutos de atendimeNão muito obrigado est?o de parab¨¦ns 
360287970260715461,0.00,PHONE,Pop,passenger,550175831,Desconheço cobrança,Solução do problema,Sim,10,Mostrei pra atendente o problema_ e nos coment¨¢rios do app no Playstore tbm outros motoristas est?o com o mesmo problema. Ela maNãou eu trocar de aparelho.
360287970260716579,87965997940152.00,SELF HELP,Pop,passenger,550174995,Motorista Não apareceu | sem cobrança,Solução do problema,Não,0,O aplocativo deveria terminar esse neg¨®cio de bloquear o motorista por cancelar uma corrida ou Não aceitar_ aqui em Feira de Santana ou usu¨¢rios tem mania de chamar e ficar mais de 30 minutos acomodados em casa_ ou por o endere?o errado e Não querer cancelar_ deixaNão o motorista at¨¦ em zona de risco esperaNão o tempo para poder cancelar. Escultei mais os motoristas.
360287970260716737,0.00,PHONE,Pop,passenger,550175831,Desconheço cobrança,Solução do problema,Sim,10,Todas as vezes que chama uma corrida demora muito para eNãontrar um motorista o motorista demora muito para chegar e a ¨²ltima hoje me cobraram uma corrida compartilhada demorei muito para chegar na minha casa ainda andei com tr¨ºs homens desconhecidos Não recomeNão e fiquei muito chateada ainda paguei muito caro
360287970260717138,87965998169897.00,PHONE,Pop,driver,550173567,Eu Não realizei essa corrida,Solução do problema,Não,4,Quero agradecer a resposta da minha reclama??o!Obrigada pelo o descoNão .Espero poder ser cliente por muito tempo.Att  Sandra
360287970260717289,87965997375812.00,SELF HELP,Pop,passenger,960000170,Não seguiu a rota,AtendimeNão da equipe 99|Solução do problema,Não,0,Não teve como escrever tudo o que ocorreu pelo aplicativo Não coube e Não tive resposta
360287970260717938,87965998760256.00,SELF HELP,Pop,passenger,550174995,Motorista Não apareceu | sem cobrança,Solução do problema,Não,0,Nem o aplicativo de vcs teNão mais..Não indico p ningu¨¦m muito menos..vcs precisam orientar o motoristas de vcs a Não  passar querer se da bem..nas custas das pessoas de bem...cobra Cartão a mais...cancela corrida e assim mesmo a gente q pagar...p mim...taNão faz..teNão outros aplicativos.....falta de respeito q fizeram comigo
360287970260718763,87965998235840.00,HELP CENTER,Pop,passenger,550175019,Motorista grosseiro,AtendimeNão da equipe 99,Sim,9,
360287970260721288,87965995896250.00,SELF HELP,Pop,passenger,550175295,Motorista finalizou a corrida em local iNãorreto,Solução do problema,Sim,10,Não resolveu nada
360287970260721362,0.00,PHONE,Pop,driver,550172727,Não consigo alterar meu telefone,AtendimeNão da equipe 99,Sim,10,
360287970260721784,87965996545111.00,SELF HELP,Pop,passenger,550174451,Não coNãordo com a taxa de Cancelamento,AtendimeNão da equipe 99,Sim,8,
360287970260724392,0.00,PHONE,Pop,driver,550172751,Não consigo cadastrar meu veículo,Solução do problema,Sim,10,AtendimeNão quase perfeito_mas um profissional dirigia de bermudas e sand¨¢lias. 
360287970260724713,87965997583081.00,SELF HELP,Pop,passenger,550175295,Motorista finalizou a corrida em local iNãorreto,Solução do problema,Sim,7,
360287970260724748,87965996824352.00,SELF HELP,Pop,passenger,550175331,achados e perdidos,Solução do problema,Sim,10,O transporte de aplicativo na cidade est¨¢ proibido _ Vcs mandam agente ir muito longe buscar o passageiro 
360287970260726276,87965976770697.00,SELF HELP,Pop,driver,550173063,Achados e Perdidos,AtendimeNão da equipe 99|Solução do problema,Sim,10,Solicita??o Não foi atendida e o atendimeNão foi encerrado mesmo assim
360287970260726436,87965816484661.00,SELF HELP,Pop,passenger,550174451,Não coNãordo com a taxa de Cancelamento,Solução do problema,Sim,9,AtendimeNão burro_ repetiu tudo oq eu havia dito sobre o problema e Não buscou Solução_ apenas repetiu oq eu sabia e estava apontaNão como falha. 
360287970260727100,87965997674026.00,PHONE,Pop,passenger,550175723,PagameNão - Falta de saldo,AtendimeNão da equipe 99,Não,6,
360287970260727922,87965999018499.00,SELF HELP,Taxi,passenger,550174999,Motorista Não apareceu | sem cobran?a,Solução do problema,Sim,8,INãorma??o INãoerente 
360287970260728178,87965996614842.00,HELP CENTER,Pop,passenger,550175271,Paguei duas vezes (voucher e dinheiro),Solução do problema,Sim,10,AtendimeNão r¨¢pido e eficiente_ buscaNão Soluçãonar problema ... Pe?o por gentileza que mais aten??o as regras e pr¨¢ticas dos motoristas_ na ocasi?o motorista cobrou uma taxa por fora para devolu??o do aparelho celular esquecido no veículo. Esses descoNãorto justificou Não dar 10 de bate proNão
360287970260728514,87965993736581.00,SELF HELP,Pop,passenger,550175331,achados e perdidos,AtendimeNão da equipe 99,Sim,10,Estou tentaNão a meses resolver o problema do m¨¦todo de pagameNão pelo app e ningu¨¦m resolve meu problema. Consigo pagar com o mesmo Cartãode cr¨¦dito pelo Uber e a 99 simplesmente Não aceita meu Cartão Absurdo.
360287970260728805,87965999237353.00,SELF HELP,Pop,passenger,550174451,Não coNãordo com a taxa de Cancelamento,Solução do problema,Sim,10,O ¨²nico problema da 99 ¨¦_ que deveriam escutar mais o motorista ao inv¨¦s de apenas escutar somente o passageiro e bloquear o motorista sem antes perguntar ao mesmo_ pois o bloqueio do motorista ¨¦  sempre imediato ao momeNão da reclama??o do passageiro...
360287970260732795,0.00,CAT,99Comfort,driver,960008128,PayPaxx | Como solicito a segunda via?,AtendimeNão da equipe 99,Sim,10,
360287970260733809,87965991331505.00,SELF HELP,Pop,passenger,550175331,achados e perdidos,Solução do problema,Sim,9,Resolveram o problema. 
360287970260734151,87965921044499.00,SELF HELP,Pop,passenger,550174451,Não coNãordo com a taxa de Cancelamento,AtendimeNão da equipe 99,Sim,10,
360287970260735577,87965997468570.00,HELP CENTER,Pop,driver,550173579,Corrida iniciada e finalizada no mesmo local,Solução do problema,Não,0,
360287970260735667,87965996629478.00,SELF HELP,Pop,driver,550173063,Achados e Perdidos,Solução do problema,Sim,9,Não resolveram meu problema_ Não consigo solicitar o 99 porque estou presa com um motorista que ja paguei o valor _ ja mandei a solicita??o e nada foi resolvido.
360287970260735820,87965998166362.00,SELF HELP,Taxi,passenger,550174999,Motorista Não apareceu | sem cobran?a,Solução do problema,Sim,10,
360287970260735863,87965998132418.00,SELF HELP,Taxi,passenger,550174455,Não coNãordo com a taxa de Cancelamento,AtendimeNão da equipe 99|Solução do problema,Sim,10,Muito satisfeito
360287970260736926,87965998492239.00,SELF HELP,Pop,passenger,550174451,Não coNãordo com a taxa de Cancelamento,Solução do problema,Sim,10,S¨® um probleminha _ quaNão o passageiro_ Não comparecer a corrida ele ou ela levar punimeNão _e Não o motorista_.
360287970260738289,87965995762958.00,HELP CENTER,Pop,driver,550173423,Passageiro Não pagou (dentro do carro),Solução do problema,Sim,9,
360287970260738583,87965998755348.00,SELF HELP,Pop,passenger,550174451,Não coNãordo com a taxa de Cancelamento,Solução do problema,Sim,6,
360287970260738677,0.00,HELP CENTER,Pop,passenger,550175103,Cadastro de Cartão- Falha indefinida,AtendimeNão da equipe 99,Não,7,Não subtrair levianamente seus parceiros. 
360287970260738794,87965999504386.00,SELF HELP,Pop,passenger,550174995,Motorista Não apareceu | sem cobrança,Solução do problema,Não,1,
360287970260738968,87965996216206.00,HELP CENTER,Pop,driver,550173423,Passageiro Não pagou (dentro do carro),Solução do problema,Não,3,
